,UNIQUE-ID,ERXN-NUMBER,EC-NUMBER,SUBSTRATES,PRODUCTS,GIBBS
6212,2.3.1.89-RXN,['ENZRXN-6862'],['EC-2.3.1.89'],"['ACETYL-COA', 'DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE', 'WATER']","['CO-A', 'N-ACETYL-L-2-AMINO-6-OXO-PIMELATE']",23.146973
6213,RXN-9980,N/A,N/A,"['DOPAMINE', '34-DIHYDROXYPHENYLACETALDEHYDE']","['S-NORLAUDANOSOLINE', 'WATER']",-10.416977
6214,RXN-14933,N/A,['EC-2.8.3.22'],"['SUC-COA', 'CPD-14325']","['CPD-15844', 'SUC']",-2.040039
6215,L-ARABINONATE-DEHYDRATASE-RXN,"['ENZRXN-21836', 'ENZRXN-14051']",['EC-4.2.1.25'],['CPD-1117'],"['WATER', 'CPD-1134']",-8.166992
6216,3.1.26.1-RXN,N/A,['EC-3.1.26.1'],"['ssRNAs', 'WATER']",['Ribonucleoside-Monophosphates'],N/A
6217,RXN-17908,N/A,['EC-6.5.1.8'],"['3-Prime-Phosphate-Terminated-DNAs', '5Prime-OH-Terminated-DNAs', 'GTP']","['DNA-N', 'GMP', 'PPI']",-108.31067
6218,RXN-15421,N/A,['EC-2.5.1.123'],"['GERANYL-PP', 'CPD-10679', 'PROTON']","['CPD-16656', 'PPI']",-18.785858
6219,RXN-10675,N/A,N/A,"['3-4-DIHYDROXYBENZOATE', 'ATP', 'PROTON']","['CPD-11474', 'PPI']",-45.352478
6220,RXN-642,['ENZRXN-2543'],['EC-1.14.12.16'],"['PROTON', 'CPD-963', 'OXYGEN-MOLECULE', 'NADH']","['CPD-981', 'NAD']",-59.512817
6221,RXN-18337,['ENZRXN-25421'],['EC-2.1.1.342'],"['S-ADENOSYLMETHIONINE', 'PROTOHEME', 'Reduced-flavodoxins']","['CPD-19710', 'MET', 'CH33ADO', 'ADENOSYL-HOMO-CYS', 'FE+2', 'Oxidized-flavodoxins']",-90.05408
6222,RXN-11113,['ENZRXN-17338'],N/A,"['PROTON', 'CPD-110', 'ATP']","['CPD-12084', 'PPI']",-45.35254
6223,RXN0-7104,['ENZRXN0-7862'],['EC-3.1.2'],"['CPD-207', 'WATER']","['PHENYLACETATE', 'CO-A', 'PROTON']",-6.3771667
6224,RXN-7921,"['ENZRXN-12637', 'ENZRXN-12636']",N/A,"['CPD-6994', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-7214', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']",-85.034775
6225,RXN-11565,"['ENZRXN-18060', 'ENZRXN-18053']",['EC-1.5.1.43'],"['CPD-9995', 'NADP', 'WATER']","['L-ASPARTATE-SEMIALDEHYDE', 'CPD-313', 'NADPH', 'PROTON']",4.280487
6226,3.4.22.51-RXN,N/A,['EC-3.4.22.51'],"['WATER', 'General-Protein-Substrates']",['Peptides-holder'],-12.679367
6227,RXN66-498,['ENZRXN66-19618'],['EC-1.13.11'],"['CPD-10244', 'OXYGEN-MOLECULE']",['CPD66-71'],-69.98001
6228,RXN-15949,N/A,N/A,"['CPD-7646', 'GLT']","['CPD-7628', 'WATER']",1.5501518
6229,RXN-13543,N/A,['EC-3.1.1'],"['CPD-14529', 'WATER']","['CPD-7035', 'ACET', 'PROTON']",-4.287117
6230,6.3.2.10-RXN,['ENZRXN-12883'],['EC-6.3.2.10'],"['CPD-209', 'D-ALA-D-ALA', 'ATP']","['PROTON', 'C3', 'Pi', 'ADP']",-7.1358643
6231,RXN-18801,['ENZRXN-25763'],['EC-2.5.1.M12'],"['CPD-9382', 'CPD-667']","['CPD-20104', 'ACET', 'PROTON']",-1.1741142
6232,RXN-16419,N/A,N/A,"['RIBOFLAVIN', 'HIS', 'Acceptor']","['CPD-8703', 'Donor-H2']",N/A
6233,RXN-8472,['ENZRXN-22970'],['EC-2.4.1.330'],"['CPD-12575', 'CPD-8663']","['PROTON', 'CPD-8664', 'UDP']",6.8976135
6234,RXN-19241,N/A,['EC-4.1.99.13'],"['CPD-20740', 'Light']",['CPD-20735'],N/A
6235,RXN-12036,['ENZRXN-18556'],N/A,"['CPD-10813', 'Donor-H2']","['CPD-13008', 'Acceptor', 'CPD-387', 'PROTON']",N/A
6236,TRYPTOPHAN-2-MONOOXYGENASE-RXN,"['ENZRXN-8028', 'ENZRXN-7801']",['EC-1.13.12.3'],"['OXYGEN-MOLECULE', 'TRP']","['CPD-237', 'WATER', 'CARBON-DIOXIDE']",-128.71599
6237,RXN-8915,['ENZRXN-26306'],['EC-1.8.3'],"['CPD-9300', 'OXYGEN-MOLECULE', 'WATER']","['CPD-9280', 'HYDROGEN-PEROXIDE']",-20.803009
6238,RXN-14011,['ENZRXN-21259'],['EC-2.4.1'],"['CPD-14849', 'UDP-L-RHAMNOSE']","['CPD-15021', 'UDP', 'PROTON']",6.897583
6239,RXN-12506,N/A,N/A,"['CL-', 'HYDROQUINONE', 'OXIDIZED-GLUTATHIONE', 'PROTON']","['CHLOROHYDROQUINONE', 'GLUTATHIONE']",-1.7517166
6240,CATECHOL-OXIDASE-DIMERIZING-RXN,N/A,['EC-1.1.3.14'],"['CATECHOL', 'OXYGEN-MOLECULE']","['WATER', 'CPD-324']",-306.02197
6241,RXN-16945,"['ENZRXN-24119', 'ENZRXN-24118']",['EC-1.13.11.4'],"['CPD-11245', 'OXYGEN-MOLECULE']","['CPD-18271', 'PROTON']",-78.22823
6242,RXN-14469,N/A,['EC-2.6.1.107'],"['CPD-15345', '2-KETOGLUTARATE']","['CPD-15344', 'GLT']",1.3241272
6243,FORMATE--DIHYDROFOLATE-LIGASE-RXN,N/A,['EC-6.3.4.17'],"['DIHYDROFOLATE-GLU-N', 'FORMATE', 'ATP']","['10-FORMYL-DIHYDROFOLATE-GLU-N', 'Pi', 'ADP']",-25.441772
6244,RXN-19708,['ENZRXN-26496'],['|EC-3.1.3.ac|'],"['CPD0-2200', 'WATER']","['CPD-21337', 'Pi']",7.2169647
6245,RXN-17436,"['ENZRXN-24604', 'ENZRXN-24573', 'ENZRXN-24565']",['EC-4.2.1.169'],['CPD-18849'],"['CPD-18841', 'WATER']",-1.7670288
6246,R217-RXN,['ENZRXN-2155'],['EC-4.2.1.114'],"['CPD-319', 'WATER']",['CPD-336'],-5.300903300e-2
6247,RXN-9416,['ENZRXN-14949'],N/A,"['CPD-10058', 'NADPH', 'PROTON', 'OXYGEN-MOLECULE']","['CPD-10060', 'NADP', 'WATER']",-93.320496
6248,RXN-2208,['ENZRXN-12786'],['EC-2.4.1.195'],"['CPD-12575', '3-METHYLTHIOPROPYLHYDROXAMIC-ACID']","['PROTON', '3-METHYLTHIOPROPYL-DESULFO-GLUCOSINOLATE', 'UDP']",-1.8923645
6249,RXN-12985,N/A,['EC-4.2.3'],['ENT-COPALYL-DIPHOSPHATE'],"['CPD-14026', 'PPI']",-3.6400146
6250,2.3.1.42-RXN,"['ENZRXN-26135', 'ENZRXN66-543', 'ENZRXN3O-6000', 'ENZRXN3O-5996']",['EC-2.3.1.42'],"['Long-Chain-Acyl-CoAs', 'DIHYDROXY-ACETONE-PHOSPHATE']","['CPD-415', 'CO-A']",270.64026
6251,RXN-9947,['ENZRXN-14942'],N/A,"['CPD-260', 'DCPIP']","['PROTON', 'CPD-10037', 'CPD-13079']",28.685883
6252,RXN-14917,['ENZRXN-22132'],['EC-2.1.1.295'],"['S-ADENOSYLMETHIONINE', 'CPD-11712']","['ADENOSYL-HOMO-CYS', 'CPD-15834', 'PROTON']",-20.64
6253,KETOGAL-DEHYDROXY-RXN,N/A,['EC-1.1.1'],"['D-galactopyranose', 'NADP']","['CPD-1242', 'NADPH', 'PROTON']",-1.6264648
6254,3.1.2.19-RXN,['ENZRXN-12669'],['EC-3.1.2.19'],"['Medium-Chain-Acyl-CoAs', 'WATER']","['Medium-chain-fatty-acids', 'CO-A', 'PROTON']",312.0277
6255,RXN-17887,N/A,N/A,"['Protein-nitrosothiol-L-alanine', 'GLUTATHIONE']","['PROT-CYS', 'S-NITROSOGLUTATHIONE']",-10.271141
6256,RXN-15402,['ENZRXN-22699'],['EC-2.1.1'],"['S-ADENOSYLMETHIONINE', 'CPD-16638']","['CPD-16637', 'ADENOSYL-HOMO-CYS', 'PROTON']",-4.3599854
6257,RXN-10647,['ENZRXN-16645'],['EC-2.4.1'],"['CPD-13118', 'CPD-11449']","['CPD-11450', 'GDP', 'PROTON']",6.8976593
6258,RXN-6263,N/A,['EC-3.8.1.11'],"['R-2-Haloacids', 'WATER']","['D-2-hydroxyacids', 'Halide-Anions', 'PROTON']",-5.2382355
6259,RXN-18314,['ENZRXN-25388'],['EC-6.3.2.50'],"['ATP', 'ILE', 'ACETOACETYL-COA']","['AMP', 'PPI', 'CPD-19688', 'CO-A', 'PROTON']",-24.24585
6260,RXN-11097,N/A,N/A,"['CPD-7168', 'Acceptor']","['D-1-GUANIDINO-1-DEOXY-3-DEHYDRO-SCYLLO-I', 'Donor-H2']",N/A
6261,RXN0-705,"['ENZRXN0-725', 'ENZRXN0-741']",['EC-4.1.1.85'],"['PROTON', 'CPD-2343']","['L-XYLULOSE-5-P', 'CARBON-DIOXIDE']",-1.2176514
6262,RXN-7885,"['ENZRXN-19166', 'ENZRXN-12619']",['EC-1.14.99'],"['CPD1F-130', 'OXYGEN-MOLECULE']","['CPD-7200', 'CPD-7202']",-169.35999
6263,3.4.22.32-RXN,N/A,['EC-3.4.22.32'],"['WATER', 'General-Protein-Substrates']",['Peptides-holder'],-12.679367
6264,RXN66-482,"['ENZRXN3O-10808', 'ENZRXN66-19596']",['EC-1.3.1.38'],"['CPD-14928', 'NADPH', 'PROTON']","['CPD-206', 'NADP']",-12.063477
6265,RXN-15933,['ENZRXN-23185'],['EC-2.1.1'],"['S-ADENOSYLMETHIONINE', 'CPD-17165']","['CPD-17164', 'ADENOSYL-HOMO-CYS', 'PROTON']",-33.160034
6266,RXN-13524,N/A,['EC-1.14.99'],"['CPD-9424', 'Donor-H2', 'OXYGEN-MOLECULE']","['CPD-14516', 'Acceptor', 'WATER', 'PROTON']",N/A
6267,6-OXOHEXANOATE-OXIDATION-RXN,"['ENZRXN-26222', 'ENZRXN-3288']",['EC-1.2.1.63'],"['6-OXO-HEXANOATE', 'WATER', 'NADP']","['PROTON', 'ADIPATE', 'NADPH']",-14.977722
6268,RXN-18776,['ENZRXN-25754'],['|EC-2.4.1.dh|'],"['GDP-MANNOSE', 'CPD-20071']","['CPD-15547', 'GDP', 'PROTON']",-233.12744
6269,RXN-16404,['ENZRXN-23596'],['EC-1.2.1.84'],"['CPD-17370', 'NADPH', 'PROTON']","['CPD-17644', 'CO-A', 'NADP']",6.6829834
6270,RXN-11551,N/A,N/A,"['CPD-12506', 'Demethylated-methyl-acceptors']","['CPD-12507', 'Methylated-methyl-acceptors']",-36.46225
6271,RXN-8449,"['ENZRXN-20985', 'ENZRXN-13417']",['EC-2.4.1.159'],"['CPD1F-437', 'UDP-L-RHAMNOSE']","['RUTIN', 'UDP']",8.351746
6272,RXN-19222,N/A,N/A,"['CPD-20716', 'Donor-H2']","['CPD-20719', 'WATER', 'Acceptor']",N/A
6273,RXN-12019,['ENZRXN-18511'],['EC-1.8.4.10'],"['SO3', 'AMP', 'Ox-Thioredoxin', 'PROTON']","['APS', 'Red-Thioredoxin']",-24.238892
6274,TRIOKINASE-RXN,N/A,['EC-2.7.1.28'],"['GLYCERALD', 'ATP']","['PROTON', 'GAP', 'ADP']",-13.475891
6275,RXN-8889,"['ENZRXN-14357', 'ENZRXN-14342']",['EC-2.8.3'],"['ACETYL-COA', '4-HYDROXY-BUTYRATE']","['ACET', '4-HYDROXY-BUTYRYL-COA']",-1.5200195
6276,RXN-13995,N/A,['EC-3.5.4.35'],"['PROTON', 'Cytosine-8-In-tRNAs', 'WATER']","['Uracil-8-In-tRNAs', 'AMMONIUM']",18.898132
6277,CARNITINAMIDASE-RXN,N/A,['EC-3.5.1.73'],"['WATER', 'CPD-573']","['CARNITINE', 'AMMONIUM']",-4.7130165
6278,RXN-16923,['ENZRXN-24089'],['EC-2.1.1'],"['S-ADENOSYLMETHIONINE', 'CPD-18241']","['CPD-18242', 'ADENOSYL-HOMO-CYS', 'PROTON']",-4.3600082
6279,RXN-14448,['ENZRXN-21674'],['EC-2.4.1.300'],"['CPD-7117', 'CPD-15281']","['CPD-15290', 'FERULIC-ACID']",1.7999725
6280,FESGSHTHIO-RXN,"['ENZRXN-16870', 'ENZRXN-13017', 'ENZRXN-12955']",N/A,"['CPD-11281', 'OXYGEN-MOLECULE']","['CPD-17866', 'PROTON']",-80.29825
6281,RXN-19692,['ENZRXN-26470'],['EC-1.14.19'],"['CPD-10307', 'OXYGEN-MOLECULE', 'Red-NADPH-Hemoprotein-Reductases']","['CPD-21324', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER', 'CPD-8844']",-80.97165
6282,RXN-17416,['ENZRXN-24552'],['EC-1.3.1.116'],"['CPD-18831', 'NAD']","['CPD-18832', 'NADH', 'PROTON']",10.891846
6283,R170-RXN,['ENZRXN0-267'],['EC-1.16.1'],"['CU+2', 'NADH']","['CU+', 'NAD', 'PROTON']",-10.873596
6284,RXN-9397,['ENZRXN-22496'],['EC-1.1.1.275'],"['CPD-260', 'NAD']","['CPD-10037', 'NADH', 'PROTON']",-1.9281921
6285,RXN-2081,"['ENZRXN-2626', 'ENZRXN-2625']",['EC-2.1.1'],"['S-ADENOSYLMETHIONINE', '1-4-alpha-D-galacturonosyl']","['Methyl-esterified-homogalacturonan', 'ADENOSYL-HOMO-CYS', 'PROTON']",N/A
6286,RXN-12963,"['ENZRXN-22237', 'ENZRXN-19943']",['|EC-1.14.11.ai|'],"['P-COUMAROYL-COA', '2-KETOGLUTARATE', 'OXYGEN-MOLECULE']","['CPD-14010', 'SUC', 'CARBON-DIOXIDE']",-111.06
6287,2.3.1.159-RXN,['ENZRXN-15077'],['EC-2.3.1.159'],"['N-METHYLANTHRANILOYL-COA', 'MALONYL-COA']","['CARBON-DIOXIDE', '13-DIHYDROXY-N-METHYLACRIDONE', 'CO-A']",13.428955
6288,RXN-9915,['ENZRXN-15780'],['EC-5.4.99.34'],['EPOXYSQUALENE'],['GERMANICOL'],-121.630005
6289,RXN-14891,N/A,N/A,['L-Arabinans'],['1-5-L-Arabinooligosaccharides'],-266.83997
6290,ISPH2-RXN,"['ENZRXN0-6401', 'ENZRXN-9781']",['EC-1.17.7.4'],"['DELTA3-ISOPENTENYL-PP', 'Oxidized-ferredoxins', 'WATER']","['HYDROXY-METHYL-BUTENYL-DIP', 'Reduced-ferredoxins', 'PROTON']",3.3051758
6291,3.1.1.81-RXN,['ENZRXN-16049'],['EC-3.1.1.81'],"['Acyl-homoserine-lactones', 'WATER']","['Acyl-homoserines', 'PROTON']",-20.218231
6292,RXN-17870,['ENZRXN-24953'],['EC-2.3.1.258'],"['ACETYL-COA', 'L-methionyl-L-seryl-Protein']","['N-Ac-L-methionyl-L-seryl-Protein', 'CO-A', 'PROTON']",-15.561035
6293,RXN-15380,N/A,['EC-2.3.1'],"['ACYL-COA', 'L-1-GLYCERO-PHOSPHORYLCHOLINE']","['2-Lysophosphatidylcholines', 'CO-A']",119.64337
6294,RXN-1063,['ENZRXN-23368'],['EC-1.14.14.129'],"['OLEOYL-COA', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-17370', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']",-81.78479
6295,RXN-600,"['ENZRXN-22198', 'ENZRXN-22196', 'ENZRXN-22194', 'ENZRXN-22193', 'ENZRXN-22188', 'ENZRXN-22186', 'ENZRXN-12646', 'ENZRXN1F-1441']",['EC-1.1.1.219'],"['CPD-590', 'NADP']","['CPD-474', 'NADPH', 'PROTON']",-4.630615
6296,RXN-18298,['ENZRXN-25364'],['EC-2.4.1'],"['CPD-14553', 'N-ACETYL-D-GALACTOSAMINYL-13-D-GALACT']","['SSEA3', 'PROTON', 'UDP']",-95.81372
6297,RXN-11077,['ENZRXN-17312'],['EC-2.4.1.288'],"['UDP-D-GALACTO-14-FURANOSE', 'CPD-12030']","['UDP', 'CPD-12050', 'PROTON']",193.13281
6298,3-OXOACID-COA-TRANSFERASE-RXN,N/A,['EC-2.8.3.5'],"['SUC-COA', 'A-3-OXO-ACID']","['SUC', '3-KETOACYL-COA']",-318.5724
6299,RXN0-7001,['ENZRXN0-7598'],['EC-3.5.1.105'],"['DIACETYLCHITOBIOSE-6-PHOSPHATE', 'WATER']","['CPD0-2501', 'ACET']",-1.3588562
6300,RXN-7854,['ENZRXN-12559'],['EC-1.21.3.7'],"['CPD-7166', 'OXYGEN-MOLECULE']","['CPD-7169', 'HYDROGEN-PEROXIDE']",-66.04997
6301,3.4.22.1-RXN,['ENZRXN-16569'],['EC-3.4.22.1'],"['WATER', 'General-Protein-Substrates']",['Peptides-holder'],-12.679367
6302,RXN66-358,['ENZRXN66-6866'],['EC-1.14.15'],"['PROGESTERONE', 'Reduced-adrenal-ferredoxins', 'OXYGEN-MOLECULE', 'PROTON']","['11-DEOXYCORTICOSTERONE', 'Oxidized-adrenal-ferredoxins', 'WATER']",-79.02527
6303,RXN-15911,['ENZRXN-23169'],['EC-2.1.2'],"['CMP', 'METHYLENE-THF-GLU-N', 'WATER']","['CPD-17143', 'THF-GLU-N']",-1.4930115
6304,RXN-13507,"['ENZRXN-22848', 'ENZRXN-22548', 'ENZRXN-20573']",['EC-1.14.14.126'],"['CPD-90', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-14493', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER', 'PROTON']",-282.9555
6305,5.4.99.15-RXN,"['ENZRXN-6181', 'ENZRXN-5861']",['EC-5.4.99.15'],['Maltodextrins'],['MALTOOLIGOSYLTREHALOSE'],0.
6306,RXN-18758,N/A,['EC-1.14.14.45'],"['CPD-2205', 'OXYGEN-MOLECULE', 'Red-NADPH-Hemoprotein-Reductases', 'GLUTATHIONE']","['CPD-20051', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']",-89.83177
6307,RXN-16378,N/A,['EC-1.14.19.20'],"['Delta7-Steroids', 'OXYGEN-MOLECULE', 'FERROCYTOCHROME-B5', 'PROTON']","['Delta5-Delta7-Steroids', 'WATER', 'FERRICYTOCHROME-B5']",-55.815277
6308,RXN-11535,"['ENZRXN-17979', 'ENZRXN-17977']",['EC-1.14.14'],"['CPD-717', 'OXYGEN-MOLECULE', 'Red-NADPH-Hemoprotein-Reductases']","['CPD-17422', 'WATER', 'Ox-NADPH-Hemoprotein-Reductases']",-85.394775
6309,RXN-8430,"['ENZRXN-13669', 'ENZRXN-13350']",['EC-4.2.3.123'],['FARNESYL-PP'],"['CPD-8247', 'PPI']",-26.50998
6310,RXN-19202,N/A,['EC-1.14.13'],"['CPD-20693', 'OXYGEN-MOLECULE', 'NADPH', 'PROTON']","['CPD-20680', 'NADP', 'WATER']",-77.580536
6311,RXN-11998,['ENZRXN-18546'],['EC-1.2.1.82'],"['CPD-12935', 'NAD', 'WATER']","['CPD-12930', 'NADH', 'PROTON']",-13.105408
6312,TRANS-RXN-240,N/A,['EC-7.1.1.4'],"['PROTON', 'CPD-15301', 'OXYGEN-MOLECULE']","['PROTON', 'CPD-9612', 'WATER']",-105.69409
6313,RXN-886,['ENZRXN-887'],['EC-1.14.11'],"['PROTON', 'CPD-638', '2-KETOGLUTARATE', 'OXYGEN-MOLECULE']","['CPD-885', 'SUC', 'CARBON-DIOXIDE']",-36.435898
6314,RXN-13978,['ENZRXN-21223'],['EC-2.3.1'],"['CPD-14969', 'P-COUMAROYL-COA']","['CPD-14990', 'CO-A']",-3.6100464
6315,CALDESMON-PHOSPHATASE-RXN,N/A,['EC-3.1.3.55'],"['Phosphorylated-Caldesmon-Proteins', 'WATER']","['Caldesmon-Proteins', 'Pi']",N/A
6316,RXN-16890,['ENZRXN-24034'],['EC-2.1.1.322'],"['S-ADENOSYLMETHIONINE', 'Protein-L-Arginines']","['ADENOSYL-HOMO-CYS', 'Protein-N5-methyl-arginine', 'PROTON']",-53.702255
6317,RXN-14432,"['ENZRXN-21663', 'ENZRXN-21660']",['EC-2.4.1.299'],"['CPD1F-766', 'CPD-15281']","['CPD-7138', 'FERULIC-ACID']",1.7999725
6318,F16ALDOLASE-RXN,"['F16ALDOLASE-ENZRXN-CLASSI', 'F16ALDOLASE-ENZRXN-CLASSII', 'ENZRXN66-1460', 'ENZRXN66-2108', 'ENZRXN66-2208', 'ENZRXN-16061', 'ENZRXN-16058', 'ENZRXN-13905', 'ENZRXN-13752', 'ENZRXN-13751', 'ENZRXN-13750', 'ENZRXN-13749', 'ENZRXN-13744', 'ENZRXN-13743', 'ENZRXN-13741', 'ENZRXN-13739', 'ENZRXN-13735', 'ENZRXN-12253', 'ENZRXN-9281', 'ENZRXN-9262', 'ENZRXN-9261', 'ENZRXN-2865', 'ENZRXN-2683', 'ENZRXN-166', 'ENZRXN-164']",['EC-4.1.2.13'],['FRUCTOSE-16-DIPHOSPHATE'],"['DIHYDROXY-ACETONE-PHOSPHATE', 'GAP']",8.226501
6319,RXN-19673,N/A,N/A,"['CPD-9726', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-21311', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']",-81.78479
6320,RXN-17398,['ENZRXN-24525'],['EC-6.2.1.7'],"['ATP', 'CPD-15189', 'CO-A']","['AMP', 'PPI', 'CPD-10556']",-12.71167
6321,RXN-12466,['ENZRXN-19323'],['EC-2.1.1.220'],"['S-ADENOSYLMETHIONINE', 'tRNA-Adenine-58']","['ADENOSYL-HOMO-CYS', 'tRNA-Containing-N1-MethylAdenine-58', 'PROTON']",-30.483276
6322,R125-RXN,"['ENZRXN-12913', 'ENZRXN-12910']",['EC-2.3.1.247'],"['CPD-159', 'ACETYL-COA']","['CPD-672', '3-KETOBUTYRATE']",-2.5976257
6323,RXN-9380,"['ENZRXN-18058', 'ENZRXN-18055', 'ENZRXN-14906']",['EC-4.1.1.96'],"['PROTON', 'CPD-9995']","['NORSPERMIDINE', 'CARBON-DIOXIDE']",-4.3382187
6324,RXN-20143,['ENZRXN-26768'],['|EC-1.17.99.c|'],"['Limonenes', 'WATER', 'Acceptor']","['Perillyl-Alcohols', 'Donor-H2']",N/A
6325,RXN-12942,['ENZRXN-19927'],['EC-5.1.3'],['CPD-13970'],['CPD-13987'],0.
6326,2.3.1.132-RXN,['ENZRXN-22652'],['EC-2.3.1.132'],"['PROTON', 'SINAPOYL-COA', 'CPD-12595']","['O-SINAPOYLGLUCAROLACTONE', 'CO-A']",31.044128
6327,RXN-9898,['ENZRXN-15733'],['EC-5.5.1.7'],['CPD-10644'],"['CPD-10643', 'PROTON']",10.50177
6328,RXN-14870,N/A,['EC-2.1.1'],"['S-ADENOSYLMETHIONINE', 'CPD-15801']","['CPD-15798', 'ADENOSYL-HOMO-CYS', 'PROTON']",-4.3600464
6329,ISOCHORSYN-RXN,"['ENTC-ENZRXN', 'MENF-ENZRXN', 'ENZRXN-17354', 'ENZRXN-17335', 'ENZRXN4-153', 'ENZRXN-14754', 'ENZRXN-14753', 'ENZRXN-14663', 'ENZRXN-2462', 'ENZRXN-2461']",['EC-5.4.4.2'],['CHORISMATE'],['ISOCHORISMATE'],0.
6330,3.1.1.23-RXN,"['ENZRXN3O-11582', 'ENZRXN-22365', 'ENZRXN-19263']",['EC-3.1.1.23'],"['CPD-504', 'WATER']","['Fatty-Acids', 'GLYCEROL', 'PROTON']",66.41072
6331,RXN-17846,['ENZRXN-24926'],['EC-2.3.2.6'],"['Charged-LEU-tRNAs', 'Protein-N-terminal-L-Arginine']","['L-leucyl-L-arginyl-Protein', 'LEU-tRNAs', 'PROTON']",6.718689
6332,RXN-15364,"['ENZRXN-22642', 'ENZRXN-22629']",['EC-1.13.11'],"['CPD-7673', 'OXYGEN-MOLECULE']","['CPD-16584', 'PROTON']",-79.55824
6333,RXN-10614,"['ENZRXN66-18477', 'ENZRXN-16615']",['EC-2.8.2.1'],"['L-THYROXINE', 'PAPS']","['3-5-ADP', 'PROTON', 'CPD-11407']",8.1458435
6334,RXN-5682,"['ENZRXN-15817', 'ENZRXN-8262', 'ENZRXN-8261']",['EC-1.3.1.78'],"['CPD-659', 'NADP']","['TYR', 'CARBON-DIOXIDE', 'NADPH']",-17.49237
6335,RXN-1828,"['ENZRXN-19156', 'ENZRXN-2338']",['EC-2.4.1.25'],"['Long-linear-glucans', 'ALPHA-GLUCOSE']",['Short-Alpha-14-Glucans'],N/A
6336,RXN-13476,['ENZRXN-20490'],['EC-1.3.1.100'],"['CPD-14465', 'NADP']","['CPD-14459', 'NADPH', 'PROTON']",12.063507
6337,RXN-1106,"['ENZRXN-15354', 'ENZRXN-1222']",['EC-1.2.1.44'],"['PROTON', 'FERULOYL-COA', 'NADPH']","['CONIFERYL-ALDEHYDE', 'NADP', 'CO-A']",7.9765015
6338,3-HYDROXYBENZOATE-6-MONOOXYGENASE-RXN,['ENZRXN-3114'],['EC-1.14.13.24'],"['3-HYDROXYBENZOATE', 'OXYGEN-MOLECULE', 'NADH', 'PROTON']","['CPD-633', 'WATER', 'NAD']",-93.14877
6339,RXN0-6976,N/A,['EC-3.4.13.18'],"['CPD-13403', 'WATER']","['L-ALPHA-ALANINE', 'GLN']",-5.722992
6340,RXN-7820,['ENZRXN-25485'],['EC-2.5.1.136'],"['CPD-20012', 'CPD-4211']","['PROTON', 'CPD-7120', 'PPI']",-18.364136
6341,3.4.21.85-RXN,N/A,['EC-3.4.21.85'],"['limulus-proclotting-enzyme', 'WATER']",['Active-Clotting-Enzyme'],N/A
6342,RXN66-341,['ENZRXN66-6841'],['EC-1.14.14.32'],"['CPD66-23', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['3-BETA-HYDROXYANDROST-5-EN-17-ONE', 'ACET', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER', 'PROTON']",-107.69891
6343,RXN-15878,['ENZRXN0-7890'],['EC-1.17.7.3'],"['HYDROXY-METHYL-BUTENYL-DIP', 'Oxidized-flavodoxins', 'WATER', 'PROTON']","['2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE', 'Reduced-flavodoxins']",238.14935
6344,RXN-1349,N/A,N/A,['12-OXO-CIS-9-DODECENOATE'],['12-OXO-TRANS-10-DODECENOATE'],-1.55
6345,5.1.3.23-RXN,['ENZRXN-20717'],['EC-5.1.3.23'],['CPD-10313'],['CPD-10314'],0.
6346,RXN-18739,['ENZRXN0-8373'],['EC-1.14.11.33'],"['CPD-20035', '2-KETOGLUTARATE', 'OXYGEN-MOLECULE']","['DAMP', 'FORMALDEHYDE', 'SUC', 'CARBON-DIOXIDE']",-111.84903
6347,RXN-16343,N/A,['EC-1.14.21'],"['CPD-17594', 'OXYGEN-MOLECULE', 'NADPH', 'PROTON']","['CPD-17595', 'NADP', 'WATER']",-111.13748
6348,RXN-11518,"['ENZRXN-22719', 'ENZRXN-17954']",['EC-1.14.13.128'],"['7-METHYLXANTHINE', 'NADH-P-OR-NOP', 'OXYGEN-MOLECULE', 'PROTON']","['XANTHINE', 'NAD-P-OR-NOP', 'FORMALDEHYDE', 'WATER']",-86.867676
6349,RXN-8413,"['ENZRXN-13340', 'ENZRXN-13339', 'ENZRXN-13336']",['EC-1.14.19.33'],"['Linoleoyl-groups', 'OXYGEN-MOLECULE', 'FERROCYTOCHROME-B5', 'PROTON']","['CPD-17405', 'WATER', 'FERRICYTOCHROME-B5']",-62.47528
6350,RXN-19182,N/A,N/A,['CPD-20676'],"['CPD-20674', 'WATER']",-12.507019
