,entry,KEGG,PubChem,CID,SMILES
1447,2.3.1.251,C04919,7466,10329124,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O
1450,2.3.1.251,C21194,315431317,none,none
1451,2.3.1.251,C04233,6902,none,none
1443,2.3.1.251,C19884,135626350,51351717,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O[C@@H]2[C@@H]([C@H]([C@H](CO2)N)O)O)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O
1431,2.3.1.254,C00024,3326,444493,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
1432,2.3.1.255,C00024,3326,444493,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
1452,2.3.1.255,C02038,5130,none,none
1433,2.3.1.256,C00024,3326,444493,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
1434,2.3.1.257,C00024,3326,444493,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
1435,2.3.1.258,C00024,3326,444493,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
1418,2.3.1.261,C00083,3383,644066,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O
1454,2.3.1.262,C02247,5310,9543032,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4N)O
1419,2.3.1.262,C00083,3383,644066,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O
1453,2.3.1.262,C21452,329728075,118797972,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)C4=CC=CC=C4N)O
1455,2.3.1.265,C21608,340125666,none,none
1461,2.3.1.265,C00040,3342,none,none
1457,2.3.1.265,C21607,340125665,none,none
1459,2.3.1.265,C21609,340125667,none,none
1144,2.3.2.1,C00064,3364,5961,C(CC(=O)N)[C@@H](C(=O)O)N
1462,2.3.2.1,C00819,4077,145815,C(CC(=O)N)[C@H](C(=O)O)N
1171,2.3.2.1,C00217,3517,23327,C(CC(=O)O)[C@H](C(=O)O)N
1463,2.3.2.29,C21457,329728080,none,none
1464,2.3.2.29,C21458,329728081,none,none
1465,2.3.2.29,C21456,329728079,none,none
1466,2.3.2.29,C01645,4794,none,none
1468,2.3.2.29,C02047,5136,none,none
1470,2.3.2.29,C21455,329728078,none,none
1472,2.3.2.6,C16739,96023263,none,none
1467,2.3.2.6,C01645,4794,none,none
1469,2.3.2.6,C02047,5136,none,none
1471,2.3.2.6,C21387,328082930,none,none
1473,2.3.2.6,C21388,328082931,none,none
1474,2.3.2.6,C21386,328082929,none,none
1477,2.4.1.109,C03862,6598,24892739,CC(CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)CCOP(=O)(O)O[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
1476,2.4.1.109,C00110,3410,24892715,CC(CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)CCOP(=O)(O)O
1475,2.4.1.109,C20722,254741191,none,none
1478,2.4.1.125,C00095,3395,439163,C([C@@H]1[C@H]([C@@H](C(O1)(CO)O)O)O)O
1480,2.4.1.125,C00089,3389,5988,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O
1484,2.4.1.175,C00203,3503,23724461,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H](C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
1481,2.4.1.175,C04913,7462,none,none
1482,2.4.1.175,C04800,7362,none,none
1498,2.4.1.195,C03719,6485,3295299,C1=CC=C(C=C1)CC(=S)NO
1500,2.4.1.195,C21871,375580963,25202476,CSCCCC(=S)NO
1497,2.4.1.195,C16516,51090845,24892785,C1=CC=C2C(=C1)C(=CN2)CC(=S)NO
1486,2.4.1.195,C00029,3331,8629,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
1495,2.4.1.195,C16517,51090846,24892786,C1=CC=C2C(=C1)C(=CN2)C/C(=N/O)/S[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
1493,2.4.1.195,C01069,4308,11953793,C1=CC=C(C=C1)C/C(=N/O)/S[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
1503,2.4.1.202,C04831,7392,441563,COC1=CC2=C(C=C1)N(C(=O)[C@H](O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O
1507,2.4.1.202,C15770,47205096,28495,C1=CC=C2C(=C1)N(C(=O)C(O2)O)O
1505,2.4.1.202,C04720,7292,2358,COC1=CC2=C(C=C1)N(C(=O)C(O2)O)O
1501,2.4.1.202,C15772,47205098,10925943,C1=CC=C2C(=C1)N(C(=O)[C@H](O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O
1487,2.4.1.202,C00029,3331,8629,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
1509,2.4.1.212,C00167,3467,17473,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)O)O
1511,2.4.1.212,C00043,3345,445675,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
1483,2.4.1.226,C04800,7362,none,none
1510,2.4.1.226,C00167,3467,17473,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)O)O
1513,2.4.1.249,C16301,47205609,14311158,C1=C(C=C(C(=C1O)O)O)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O
1488,2.4.1.249,C00029,3331,8629,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
1515,2.4.1.249,C16303,47205611,10843319,C1=C(C=C(C(=C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C4=C(C=C5C(=CC(=CC5=[O+]4)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COC(=O)CC(=O)O)O)O)O
1514,2.4.1.249,C16304,47205612,23724703,C1=C(C=C(C(=C1O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C3=C(C=C4C(=CC(=CC4=[O+]3)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)CC(=O)O)O)O)O
1523,2.4.1.255,C19802,135626269,none,none
1520,2.4.1.255,C19803,135626270,none,none
1516,2.4.1.255,C19804,135626271,none,none
1512,2.4.1.255,C00043,3345,445675,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
1517,2.4.1.255,C02189,5260,none,none
1532,2.4.1.271,C19869,135626336,10461942,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)/C=C/C=C(\C)/C(=O)O
1489,2.4.1.271,C00029,3331,8629,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
1525,2.4.1.271,C19867,135626334,10368299,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)/C=C/C=C(\C)/C(=O)O
1527,2.4.1.271,C17513,96023858,9940690,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)/C=C/C=C(\C)/C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
1529,2.4.1.271,C19868,135626335,25244294,C/C(=C\C=C\C=C(\C=C\C=C(\C(=O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)/C)/C)/C=C/C=C(/C(=O)O[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)\C
1531,2.4.1.271,C08588,10781,5281232,C/C(=C\C=C\C=C(\C=C\C=C(\C(=O)O)/C)/C)/C=C/C=C(/C(=O)O)\C
1039,2.4.1.286,C16407,47205705,23724744,C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
1490,2.4.1.286,C00029,3331,8629,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
1535,2.4.1.286,C15525,17396517,5461154,C1=CC(=C(C=C1/C=C/C(=O)C2=C(C=C(C=C2O)O)O)O)O
1041,2.4.1.286,C16408,47205706,23724745,C1=CC(=C(C=C1/C=C/C(=O)C2=C(C=C(C=C2O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O
1534,2.4.1.286,C06561,8790,5280960,C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2O)O)O)O
1537,2.4.1.287,C20416,163312153,70678819,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](O[C@@H]([C@H]2O)CO)OP(=O)(O)OP(=O)(O)OC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CCC=C(C)C)NC(=O)C)O)O)O
1536,2.4.1.287,C03733,6496,440098,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H](O3)[C@@H](CO)O)O)O)O)O
1538,2.4.1.301,C20350,163312088,207889,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O)N
1539,2.4.1.301,C12211,14356,16667369,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)O)O
1541,2.4.1.301,C01823,4947,439582,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)N)N
1544,2.4.1.301,C20353,163312091,10711092,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)N
1545,2.4.1.301,C00825,4083,439318,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N
1547,2.4.1.301,C20614,172232339,25202222,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N
1546,2.4.1.301,C01743,4877,439560,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)N)O)O)N
1540,2.4.1.301,C01441,4619,72392,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O)O)N
1542,2.4.1.301,C01822,4946,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N
1548,2.4.1.315,C04046,6747,none,none
1550,2.4.1.315,C20860,254741326,none,none
1549,2.4.1.315,C06040,8311,none,none
1491,2.4.1.315,C00029,3331,8629,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
1528,2.4.1.330,C17513,96023858,9940690,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)/C=C/C=C(\C)/C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
1526,2.4.1.330,C19867,135626334,10368299,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)/C=C/C=C(\C)/C(=O)O
1492,2.4.1.330,C00029,3331,8629,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
1533,2.4.1.330,C19869,135626336,10461942,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)/C=C/C=C(\C)/C(=O)O
1551,2.4.1.330,C08589,10782,5281233,C/C(=C\C=C\C=C(\C=C\C=C(\C(=O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)/C)/C)/C=C/C=C(/C(=O)O[C@@H]3O[C@@H]([C@H]([C@@H]([C@H]3O)O)O)CO[C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)\C
1530,2.4.1.330,C19868,135626335,25244294,C/C(=C\C=C\C=C(\C=C\C=C(\C(=O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)/C)/C)/C=C/C=C(/C(=O)O[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)\C
1553,2.4.1.346,C00096,3396,135398627,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)N=C(NC2=O)N
1460,2.4.1.346,C21609,340125667,none,none
1552,2.4.1.346,C00035,3337,135398619,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N
1458,2.4.1.346,C21607,340125665,none,none
1456,2.4.1.346,C21608,340125666,none,none
1518,2.4.1.41,C02189,5260,none,none
1521,2.4.1.41,C19803,135626270,none,none
1485,2.4.1.41,C00203,3503,23724461,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H](C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
1555,2.4.2.1,C15586,17396578,68368,C1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
1556,2.4.2.1,C00620,3894,439236,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O
1558,2.4.2.1,C00672,3941,5460448,C1[C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO)O
1560,2.4.2.1,C20463,163312200,65148,C1[C@@H]([C@H](O[C@H]1N2C=NC3=CN=CN=C32)CO)O
1554,2.4.2.1,C15587,17396579,1044,C1=C2C(=NC=N1)N=CN2
961,2.4.2.2,C00106,3406,1174,C1=CNC(=O)NC1=O
957,2.4.2.2,C00178,3478,1135,CC1=CNC(=O)NC1=O
1557,2.4.2.2,C00620,3894,439236,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O
1562,2.4.2.2,C00526,3809,13712,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O
1561,2.4.2.2,C00214,3514,5789,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O
1559,2.4.2.2,C00672,3941,5460448,C1[C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO)O
1564,2.4.2.2,C00299,3593,6029,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
1566,2.4.2.29,C00242,3541,135398634,C1=NC2=C(N1)C(=O)NC(=N2)N
1567,2.4.2.29,C16675,51090998,135398563,C1=C(C2=C(N1)N=C(NC2=O)N)CN
1568,2.4.2.29,C01449,4626,135398670,C1=C[C@@H]([C@@H]([C@H]1NCC2=CNC3=C2C(=O)NC(=N3)N)O)O
1569,2.4.2.43,C16157,47205467,44229076,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O[C@H]1[C@@H]([C@H]([C@H](CO1)N)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
1444,2.4.2.43,C19884,135626350,51351717,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O[C@@H]2[C@@H]([C@H]([C@H](CO2)N)O)O)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O
1570,2.4.2.43,C19890,135626356,56928130,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1OP(=O)(O)O[C@@H]2[C@@H]([C@H]([C@H](CO2)N)O)O)CO[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)O)O)O[C@@]4(C[C@H]([C@H]([C@H](O4)[C@@H](CO)O)O)O)C(=O)O)C(=O)O)OC[C@@H]5[C@H]([C@@H]([C@H]([C@H](O5)OP(=O)(O)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O)NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
1571,2.4.2.43,C06026,8298,11355423,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1OP(=O)(O)O)CO[C@@]2(C[C@H]([C@H]([C@H](O2)[C@@H](CO)O)O)O[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)O)O)O)C(=O)O)C(=O)O)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)OP(=O)(O)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O)NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
1573,2.4.2.43,C17556,96023901,5283548,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
1448,2.4.2.43,C04919,7466,10329124,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O
962,2.4.2.57,C00106,3406,1174,C1=CNC(=O)NC1=O
1583,2.4.2.57,C00380,3670,597,C1=C(NC(=O)N=C1)N
1580,2.4.2.57,C00105,3405,6030,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O
1574,2.4.2.57,C00055,3357,6131,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O
1579,2.4.2.57,C01151,4380,14035695,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)OP(=O)(O)O
1582,2.4.2.57,C00147,3447,190,C1=NC2=C(N1)C(=NC=N2)N
1584,2.4.99.20,C00153,3453,936,C1=CC(=CN=C1)C(=O)N
1586,2.4.99.20,C13051,583440,123953,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)O
1587,2.4.99.20,C00253,3552,938,C1=CC(=CN=C1)C(=O)O
1588,2.4.99.20,C20742,254741210,73352906,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(C3=N)N=CN4[C@H]5[C@@H]([C@@H]([C@H](O5)COP(=O)(OP(=O)(O1)O)O)O)OP(=O)(O)O)O)O
987,2.5.1.112,C00235,3534,647,CC(=CCOP(=O)(O)OP(=O)(O)O)C
1590,2.5.1.112,C16426,47205723,23724749,CC(=CCNC1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)C
1589,2.5.1.112,C16424,47205722,23724748,CC(=CCNC1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)C
1215,2.5.1.128,C00315,3609,1102,C(CCNCCCN)CN
1592,2.5.1.128,C21009,254741467,10420404,C(CCN(CCCN)CCCN)CN
1593,2.5.1.128,C00170,3470,439176,CSC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O
1594,2.5.1.128,C21010,254741468,10266536,C(CC[N+](CCCN)(CCCN)CCCN)CN
1591,2.5.1.128,C01137,4368,439415,C[S+](CCCN)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O
1597,2.5.1.137,C21499,333497482,none,none
988,2.5.1.137,C00235,3534,647,CC(=CCOP(=O)(O)OP(=O)(O)O)C
1595,2.5.1.137,C21501,333497484,none,none
1596,2.5.1.137,C21500,333497483,none,none
1601,2.5.1.138,C09263,11454,5281416,C1=CC(=O)OC2=CC(=C(C=C21)O)O
1599,2.5.1.138,C00341,3634,445995,CC(=CCC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)C
1602,2.5.1.138,C21495,333497478,71694409,CC(=CCC/C(=C/CC1=C(C=CC2=C1OC(=O)C=C2)O)/C)C
1600,2.5.1.138,C09315,11506,5281426,C1=CC(=CC2=C1C=CC(=O)O2)O
1598,2.5.1.138,C21496,333497479,124079402,CC(=CCC/C(=C/CC1=C2C(=CC(=C1O)O)C=CC(=O)O2)/C)C
1606,2.5.1.148,C03427,6254,5280591,CC(=CCC/C(=C/CC/C(=C/CCC(=C[C@@H]1[C@H]([C@]1(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)COP(=O)(O)OP(=O)(O)O)C)/C)/C)C
1604,2.5.1.148,C00353,3646,447277,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)C
989,2.5.1.149,C00235,3534,647,CC(=CCOP(=O)(O)OP(=O)(O)O)C
1128,2.5.1.149,C05432,7796,446925,CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)/C)C
1129,2.5.1.150,C05432,7796,446925,CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)/C)C
